sqft,bedrooms,bathrooms,location,price
762,2,1,Faisalabad,6400000
1263,3,3,Islamabad,16990000
1473,4,3,Peshawar,14240000
1414,4,2,Faisalabad,11360000
1450,4,3,Islamabad,21490000
691,3,2,Lahore,9780000
4296,5,5,Karachi,49780000
1738,3,3,Karachi,20740000
2923,5,3,Lahore,32740000
5470,5,6,Faisalabad,37940000
1239,5,2,Lahore,15810000
1573,4,4,Islamabad,23270000
1793,5,3,Lahore,24330000
2138,5,3,Karachi,26840000
1456,3,3,Lahore,18420000
1797,5,3,Faisalabad,15600000
1562,4,3,Lahore,19330000
5022,5,5,Islamabad,68420000
2924,5,5,Karachi,33480000
843,2,2,Rawalpindi,8590000
2377,4,4,Islamabad,31170000
1796,4,3,Rawalpindi,17500000
2675,5,3,Lahore,30510000
1071,3,2,Islamabad,15580000
4813,5,4,Karachi,49530000
2664,5,4,Faisalabad,20150000
4229,5,5,Lahore,48690000
1411,4,3,Lahore,17420000
1674,5,3,Lahore,22820000
1870,4,3,Karachi,20890000
2967,5,4,Rawalpindi,26260000
882,2,2,Peshawar,8200000
1343,3,4,Rawalpindi,12950000
1787,4,2,Multan,13830000
1796,4,4,Lahore,23590000
1655,3,2,Peshawar,12150000
4907,4,5,Lahore,53690000
1375,3,3,Karachi,15650000
1674,3,3,Faisalabad,13880000
2880,4,3,Faisalabad,18440000
947,3,2,Karachi,11910000
1993,4,2,Gujranwala,13000000
4728,5,6,Peshawar,39810000
2165,4,2,Islamabad,26440000
1785,5,3,Lahore,21260000
4172,5,5,Karachi,42080000
4075,4,5,Multan,28100000
2582,6,3,Islamabad,35750000
1400,3,3,Karachi,14210000
3538,5,6,Peshawar,25440000
1477,2,3,Lahore,18560000
2217,4,3,Islamabad,30040000
4334,4,5,Lahore,46030000
1605,3,3,Karachi,17700000
4703,4,5,Multan,30390000
1126,3,3,Multan,8380000
3865,6,5,Peshawar,32060000
654,1,2,Islamabad,9130000
2069,4,2,Lahore,24990000
805,3,2,Gujranwala,6570000
2033,5,4,Karachi,25000000
632,2,1,Islamabad,8820000
1108,2,2,Karachi,12460000
776,1,2,Gujranwala,5270000
6511,6,7,Karachi,81910000
1856,4,2,Rawalpindi,17190000
810,3,2,Faisalabad,7390000
1618,5,3,Islamabad,22400000
1598,3,4,Lahore,19140000
901,2,1,Gujranwala,5850000
1791,3,4,Lahore,21860000
1782,4,3,Peshawar,16220000
2842,5,5,Lahore,33930000
1283,4,3,Multan,11200000
1696,4,3,Peshawar,13800000
2658,4,5,Rawalpindi,21700000
1651,3,3,Gujranwala,12180000
2919,4,4,Peshawar,20220000
1436,2,3,Multan,10770000
1306,2,2,Karachi,13420000
1311,3,3,Lahore,16740000
1371,4,3,Rawalpindi,14190000
2715,4,4,Islamabad,35970000
1909,4,4,Gujranwala,14510000
2881,5,4,Multan,17970000
2642,4,5,Karachi,31320000
1878,5,2,Islamabad,25340000
1314,3,3,Karachi,15220000
930,2,3,Rawalpindi,8800000
1135,3,3,Islamabad,16830000
2080,5,4,Lahore,27860000
1093,3,3,Islamabad,14180000
1703,3,3,Gujranwala,11110000
1534,3,3,Islamabad,20610000
2214,4,4,Karachi,23200000
1543,3,2,Faisalabad,12670000
5419,4,6,Rawalpindi,48280000
3144,6,4,Karachi,34700000
2686,5,4,Karachi,32760000
4863,4,5,Karachi,52660000
3208,6,5,Faisalabad,28080000
2110,6,4,Islamabad,29170000
1359,2,3,Faisalabad,10380000
1298,3,2,Lahore,15070000
5097,4,5,Rawalpindi,45470000
3279,5,3,Multan,23560000
3095,5,4,Peshawar,24540000
2280,5,4,Faisalabad,18280000
3223,5,3,Lahore,36020000
1305,3,4,Islamabad,19130000
2651,6,3,Islamabad,36200000
1337,3,3,Karachi,17050000
4870,5,5,Multan,32840000
1153,5,4,Rawalpindi,12640000
2523,5,4,Karachi,28150000
3141,4,3,Islamabad,36800000
1464,5,4,Multan,11650000
2473,5,5,Rawalpindi,25160000
669,2,3,Rawalpindi,7130000
1594,3,2,Islamabad,19360000
917,4,3,Islamabad,14260000
3190,5,4,Islamabad,39600000
3996,5,6,Peshawar,29400000
847,1,2,Multan,5520000
2298,5,2,Islamabad,27870000
1251,2,3,Rawalpindi,10710000
2052,3,3,Lahore,23370000
2346,5,4,Islamabad,33790000
3318,5,4,Karachi,39400000
1253,2,2,Lahore,14860000
1078,2,1,Lahore,12360000
2028,5,3,Lahore,25160000
536,2,2,Rawalpindi,6030000
698,3,2,Lahore,9060000
2026,4,3,Islamabad,28960000
3052,6,4,Rawalpindi,28710000
2223,4,3,Karachi,24560000
1244,3,4,Islamabad,16840000
760,2,2,Gujranwala,5550000
1160,4,3,Karachi,15340000
2490,5,5,Karachi,30270000
1128,2,3,Islamabad,15440000
1129,1,1,Karachi,11870000
1999,5,2,Islamabad,28560000
2963,6,4,Multan,20770000
500,2,2,Karachi,6830000
770,1,1,Multan,5140000
1891,4,3,Rawalpindi,17700000
4306,5,6,Faisalabad,34610000
1212,3,3,Karachi,14640000
1260,2,3,Karachi,14400000
1179,2,4,Lahore,14980000
1616,3,3,Rawalpindi,15640000
883,2,3,Karachi,11130000
8136,7,5,Multan,52040000
8215,5,5,Islamabad,108490000
1515,2,2,Karachi,18020000
1262,2,3,Lahore,16280000
961,3,3,Islamabad,13870000
1793,4,2,Lahore,21630000
2836,5,5,Islamabad,39660000
3913,5,5,Karachi,41530000
1022,1,2,Faisalabad,7100000
1934,4,4,Lahore,23350000
1116,3,3,Karachi,13500000
1264,4,3,Lahore,16890000
1005,2,3,Rawalpindi,9360000
4728,6,5,Karachi,52010000
2934,4,5,Multan,18850000
1136,3,3,Islamabad,14470000
932,2,2,Karachi,11710000
1427,4,3,Karachi,18580000
3654,5,5,Lahore,43480000
1755,4,4,Faisalabad,14680000
1128,3,3,Faisalabad,8950000
1819,3,3,Peshawar,15740000
3459,6,4,Gujranwala,23910000
7096,6,6,Lahore,87070000
8479,5,6,Islamabad,113630000
3459,4,3,Islamabad,48630000
1617,3,3,Islamabad,24670000
1062,2,4,Lahore,13830000
1442,5,3,Peshawar,12760000
2400,5,3,Lahore,30210000
3033,6,3,Islamabad,39710000
2988,5,4,Karachi,34760000
8055,6,7,Karachi,88290000
1458,4,2,Rawalpindi,14440000
1502,2,4,Islamabad,22280000
6513,6,6,Rawalpindi,59260000
774,2,2,Islamabad,10630000
2075,4,3,Islamabad,29430000
1726,3,2,Lahore,18220000
2022,4,3,Lahore,24800000
5251,4,5,Lahore,64050000
963,2,2,Karachi,10770000
3062,5,4,Islamabad,45170000
1391,3,3,Karachi,16680000
1613,3,3,Faisalabad,11700000
2792,5,3,Islamabad,39560000
1641,4,3,Rawalpindi,17570000
1342,3,3,Islamabad,17160000
509,2,3,Lahore,7640000
1485,3,4,Islamabad,20870000
8623,6,6,Lahore,105560000
2082,4,4,Peshawar,15400000
1273,3,3,Gujranwala,9350000
1128,4,2,Islamabad,16550000
2309,5,4,Multan,15340000
1430,3,3,Rawalpindi,13510000
2408,4,3,Lahore,29670000
1355,3,4,Karachi,16450000
1830,5,3,Karachi,20370000
1826,4,4,Lahore,22980000
3343,5,4,Islamabad,47600000
1038,2,4,Rawalpindi,10280000
7758,6,6,Karachi,80200000
870,3,3,Peshawar,8480000
850,2,1,Lahore,9160000
1677,3,4,Rawalpindi,14650000
3089,5,4,Islamabad,42740000
1503,2,3,Karachi,17240000
1238,3,2,Peshawar,10460000
1553,2,3,Faisalabad,11320000
1409,2,3,Lahore,16870000
4921,5,5,Karachi,47910000
1284,4,3,Karachi,17080000
5002,6,5,Rawalpindi,45250000
973,3,3,Rawalpindi,10230000
1565,3,4,Lahore,19530000
886,2,2,Islamabad,11620000
1331,3,4,Gujranwala,9260000
2146,5,2,Karachi,22140000
1278,3,2,Multan,9210000
1860,3,2,Faisalabad,13810000
6410,7,6,Karachi,75930000
2397,5,4,Islamabad,32190000
1490,4,3,Karachi,16880000
1246,3,3,Lahore,15110000
2320,5,4,Rawalpindi,20230000
1252,4,4,Lahore,16260000
684,2,1,Lahore,8660000
2492,5,3,Lahore,30480000
8055,6,7,Islamabad,123870000
956,2,3,Faisalabad,7550000
7879,6,7,Rawalpindi,68580000
1804,4,4,Islamabad,27420000
1567,3,3,Karachi,19580000
610,1,2,Islamabad,8760000
1423,3,3,Islamabad,18390000
822,3,1,Lahore,9780000
1172,2,3,Lahore,14940000
1044,2,2,Karachi,10870000
1965,4,2,Rawalpindi,18690000
5289,5,4,Rawalpindi,44180000
506,1,2,Karachi,6530000
987,2,2,Lahore,12200000
2743,6,4,Lahore,33330000
1218,3,3,Lahore,16790000
1197,5,3,Lahore,15450000
3966,6,5,Rawalpindi,33740000
928,2,3,Islamabad,12450000
1092,3,4,Gujranwala,8360000
2525,4,4,Karachi,28090000
1571,3,3,Rawalpindi,15110000
2314,4,3,Lahore,24160000
3784,5,5,Rawalpindi,32990000
1718,3,3,Lahore,20500000
1300,5,3,Rawalpindi,13070000
730,2,2,Lahore,9290000
2380,5,4,Lahore,30120000
1565,3,2,Lahore,18290000
1746,3,4,Rawalpindi,16940000
1973,5,2,Peshawar,16000000
1565,2,4,Karachi,18640000
1929,4,3,Islamabad,25590000
1937,4,2,Rawalpindi,17220000
940,3,3,Karachi,11920000
1192,3,2,Karachi,12810000
2043,5,3,Lahore,22600000
1490,5,2,Rawalpindi,14570000
2543,4,3,Islamabad,31640000
1047,2,3,Islamabad,15080000
1449,3,3,Lahore,16420000
2079,4,3,Peshawar,17020000
1768,4,3,Rawalpindi,15480000
4431,5,6,Islamabad,65530000
1711,2,4,Islamabad,23360000
1145,3,4,Karachi,13700000
7423,6,6,Lahore,93690000
793,3,3,Karachi,10460000
1985,3,3,Lahore,22360000
944,1,2,Lahore,9060000
1643,4,2,Islamabad,22090000
1614,4,3,Lahore,18210000
1416,3,2,Islamabad,20470000
1368,3,3,Karachi,15030000
1570,5,3,Faisalabad,12920000
1430,3,3,Karachi,16340000
2307,5,4,Karachi,25690000
4103,6,5,Rawalpindi,36470000
1474,4,4,Rawalpindi,15050000
1516,5,3,Karachi,17170000
1649,4,4,Rawalpindi,15910000
783,1,3,Multan,6220000
2287,4,4,Faisalabad,18050000
7499,6,6,Karachi,88690000
1806,4,4,Islamabad,25940000
1584,3,4,Karachi,15350000
1895,5,4,Karachi,23060000
743,2,2,Karachi,8470000
2362,5,3,Islamabad,30090000
1082,2,2,Multan,7630000
2528,4,3,Karachi,28550000
2187,5,5,Karachi,26760000
1492,2,3,Faisalabad,10780000
4911,6,4,Islamabad,64700000
858,1,1,Karachi,9480000
4958,5,4,Lahore,58120000
820,1,2,Gujranwala,5600000
7132,6,6,Gujranwala,42870000
1389,4,3,Peshawar,12630000
8542,7,6,Lahore,102400000
732,2,2,Karachi,8410000
870,2,2,Karachi,9940000
3482,6,5,Rawalpindi,30060000
1971,5,3,Karachi,21030000
1384,3,2,Multan,9590000
1196,2,4,Faisalabad,10510000
2239,5,3,Lahore,30090000
4609,6,5,Lahore,49600000
1667,4,3,Faisalabad,13030000
890,2,2,Lahore,10790000
1247,3,3,Islamabad,15490000
3075,5,5,Lahore,39590000
1395,2,3,Gujranwala,8440000
2049,5,2,Karachi,20320000
867,1,1,Rawalpindi,7000000
1616,4,2,Islamabad,22990000
1166,2,3,Rawalpindi,10840000
2188,4,2,Gujranwala,14610000
1317,4,2,Islamabad,18380000
1623,4,2,Karachi,18510000
1812,3,3,Lahore,21980000
3006,5,4,Lahore,33510000
1881,4,4,Lahore,22850000
4247,4,5,Lahore,51780000
2721,5,3,Karachi,30480000
2281,4,4,Islamabad,31540000
2725,5,3,Rawalpindi,24500000
4475,5,5,Islamabad,58110000
1438,3,4,Faisalabad,11940000
1764,2,3,Karachi,18350000
1481,3,3,Islamabad,20650000
7159,5,6,Gujranwala,42910000
2324,5,4,Peshawar,18890000
1043,3,3,Peshawar,9000000
1155,3,3,Islamabad,17660000
7002,5,6,Karachi,72250000
1835,3,4,Rawalpindi,17430000
582,2,3,Peshawar,6310000
1113,3,2,Faisalabad,8690000
632,3,2,Karachi,8070000
552,2,3,Lahore,7950000
2133,5,3,Rawalpindi,20040000
2047,4,2,Lahore,22160000
1949,4,3,Islamabad,28160000
1257,3,3,Karachi,14910000
6936,6,7,Lahore,76870000
2546,5,4,Lahore,31940000
1069,2,2,Faisalabad,7720000
1377,4,3,Karachi,13700000
1783,4,3,Faisalabad,14770000
1612,2,4,Lahore,17350000
1768,3,3,Faisalabad,14020000
2286,3,2,Karachi,25260000
897,3,2,Peshawar,7930000
1313,3,4,Rawalpindi,12710000
1087,2,2,Islamabad,17180000
1753,4,3,Gujranwala,10560000
4739,4,4,Rawalpindi,39650000
833,1,3,Islamabad,12180000
2919,6,4,Faisalabad,23980000
2377,4,5,Lahore,26540000
2038,4,3,Lahore,23970000
1705,4,3,Faisalabad,13130000
5268,6,4,Lahore,53910000
2259,3,2,Peshawar,16740000
1684,3,3,Gujranwala,10800000
2587,4,4,Karachi,26090000
1244,2,3,Lahore,14840000
4027,5,6,Karachi,45340000
2574,6,3,Karachi,26560000
1147,4,2,Lahore,15800000
2989,4,3,Lahore,31740000
5342,5,5,Islamabad,72410000
5011,4,5,Karachi,56980000
3976,5,4,Karachi,40920000
5161,6,5,Islamabad,70240000
814,2,2,Karachi,10030000
1662,4,3,Karachi,18640000
4910,5,5,Karachi,50040000
954,3,1,Faisalabad,6750000
1507,2,3,Faisalabad,10910000
1653,3,3,Islamabad,25340000
1913,4,3,Lahore,23860000
1907,3,2,Lahore,21870000
2545,6,5,Lahore,28650000
967,2,4,Karachi,12170000
1113,2,2,Islamabad,12100000
2555,5,5,Lahore,28290000
1185,1,2,Lahore,13210000
500,3,2,Islamabad,8260000
1214,4,4,Karachi,15370000
931,2,3,Islamabad,12580000
1749,3,3,Peshawar,14920000
2271,4,3,Rawalpindi,22400000
2091,4,4,Karachi,23400000
6253,6,5,Karachi,61770000
1755,3,4,Peshawar,15420000
1295,4,3,Karachi,15230000
3357,6,6,Lahore,39380000
1729,4,4,Faisalabad,14730000
2489,5,3,Lahore,29380000
829,2,1,Rawalpindi,7690000
2718,5,3,Gujranwala,19490000
1081,3,2,Karachi,12450000
1718,3,2,Islamabad,23210000
2444,6,5,Karachi,27670000
2500,5,4,Gujranwala,16390000
2388,6,5,Gujranwala,18040000
4271,5,5,Islamabad,56550000
1143,2,3,Islamabad,16480000
1440,3,4,Lahore,16460000
1896,3,4,Islamabad,25360000
1953,4,2,Peshawar,14820000
2995,6,5,Karachi,35600000
2100,5,2,Lahore,26350000
1147,3,2,Lahore,13370000
2384,5,4,Peshawar,18850000
4549,6,6,Faisalabad,35160000
844,2,1,Multan,6180000
1190,4,2,Lahore,14630000
981,3,3,Lahore,13180000
741,3,2,Rawalpindi,7610000
1159,2,3,Karachi,13280000
1175,3,3,Lahore,13520000
2734,5,3,Karachi,28310000
768,2,1,Karachi,9660000
2106,3,4,Islamabad,27750000
1080,3,4,Karachi,12700000
1706,4,3,Peshawar,15080000
1570,3,2,Peshawar,12750000
1447,3,3,Karachi,16730000
907,2,1,Rawalpindi,8090000
2964,5,5,Lahore,36350000
2332,6,3,Karachi,27250000
3155,5,4,Lahore,37780000
768,3,1,Multan,6340000
5499,6,5,Karachi,59670000
1211,3,2,Multan,8730000
915,2,3,Islamabad,14050000
6321,6,6,Islamabad,87810000
4220,4,4,Karachi,43280000
4419,5,6,Lahore,49220000
2650,5,4,Gujranwala,16980000
2128,5,4,Lahore,27510000
1965,4,4,Peshawar,15140000
943,2,2,Peshawar,8400000
2368,6,4,Islamabad,31330000
1400,2,3,Islamabad,18050000
1358,3,3,Faisalabad,11610000
812,2,3,Islamabad,13450000
2016,5,4,Lahore,24910000
2384,6,3,Lahore,27680000
735,2,1,Gujranwala,5370000
1677,4,2,Karachi,18550000
2440,5,3,Karachi,24710000
1196,2,3,Islamabad,16640000
1065,3,3,Islamabad,16890000
3249,5,5,Lahore,38320000
4553,6,7,Peshawar,40130000
1210,3,2,Gujranwala,8780000
4722,5,4,Lahore,50890000
2056,5,2,Lahore,23620000
1644,3,3,Islamabad,23670000
1470,3,3,Gujranwala,10170000
8157,6,6,Karachi,91930000
1184,3,2,Lahore,15200000
922,1,2,Faisalabad,7350000
1225,4,2,Lahore,15160000
1028,3,3,Rawalpindi,11370000
594,1,2,Rawalpindi,6080000
1588,4,2,Karachi,19260000
2297,4,3,Rawalpindi,19450000
1518,3,2,Karachi,17810000
3788,5,6,Rawalpindi,33610000
1791,4,3,Multan,13250000
4220,5,4,Lahore,45490000
3050,4,4,Rawalpindi,24170000
1273,3,3,Islamabad,18830000
8406,6,5,Karachi,84570000
2900,5,4,Karachi,31240000
4905,6,5,Karachi,55870000
4885,5,4,Karachi,51570000
1340,3,4,Islamabad,17260000
2714,4,2,Karachi,31710000
910,2,3,Islamabad,12600000
7405,6,5,Multan,48860000
4370,5,4,Faisalabad,33710000
3238,6,5,Islamabad,44380000
5242,5,6,Lahore,59920000
1283,3,3,Peshawar,11520000
1221,2,3,Islamabad,16170000
1984,4,3,Peshawar,17000000
2432,5,3,Karachi,28570000
991,3,1,Lahore,12510000
2890,4,3,Karachi,29450000
1807,4,2,Karachi,19760000
1163,3,3,Lahore,16300000
1085,3,3,Islamabad,17410000
1159,2,2,Lahore,13170000
1414,3,3,Islamabad,19650000
1298,2,3,Lahore,14370000
1645,3,3,Islamabad,20630000
1586,2,3,Gujranwala,10490000
2872,5,4,Gujranwala,19710000
2903,5,3,Multan,20940000
1660,5,4,Multan,13030000
1472,3,4,Faisalabad,11460000
2913,5,2,Islamabad,39810000
834,1,2,Peshawar,6480000
872,3,2,Karachi,10380000
2183,5,4,Karachi,26110000
1916,4,2,Peshawar,15900000
2375,6,5,Lahore,29830000
4364,5,5,Islamabad,60750000
1168,2,4,Rawalpindi,10220000
1357,3,4,Lahore,18020000
1479,3,3,Multan,10840000
1020,3,2,Islamabad,15120000
971,2,1,Lahore,11020000
8025,7,7,Multan,46050000
1389,2,3,Lahore,15560000
1200,4,3,Islamabad,16460000
695,2,2,Lahore,9690000
2020,3,3,Lahore,23740000
1809,5,3,Islamabad,26750000
2627,5,3,Multan,17920000
1875,4,4,Karachi,22470000
815,3,3,Faisalabad,7760000
2011,3,3,Faisalabad,15030000
1013,4,3,Peshawar,10280000
1725,4,3,Lahore,19820000
2475,4,2,Karachi,28040000
4153,5,5,Peshawar,29420000
801,2,3,Rawalpindi,8350000
757,1,3,Karachi,9710000
3732,6,5,Karachi,38730000
1211,3,3,Islamabad,17160000
1156,3,4,Peshawar,10860000
2278,5,4,Faisalabad,18150000
7024,5,6,Lahore,78290000
4855,5,5,Peshawar,40110000
3194,5,5,Lahore,40210000
1349,4,3,Lahore,18600000
5289,5,5,Lahore,50310000
908,1,2,Rawalpindi,8270000
1202,3,3,Rawalpindi,10700000
2970,5,4,Karachi,35810000
1955,4,3,Multan,15100000
3221,5,4,Lahore,37440000
7930,6,6,Lahore,95790000
1951,4,3,Islamabad,24820000
4610,4,4,Karachi,48610000
3117,5,3,Islamabad,40990000
742,2,2,Rawalpindi,7610000
1251,4,3,Gujranwala,9940000
1283,3,3,Islamabad,16990000
1316,3,2,Gujranwala,9690000
1722,4,3,Karachi,19660000
741,2,1,Karachi,7900000
1525,4,4,Lahore,22300000
945,2,1,Gujranwala,5810000
4290,6,5,Islamabad,61210000
1318,3,3,Faisalabad,10170000
6761,6,6,Islamabad,88190000
3690,5,3,Karachi,40810000
4470,6,5,Karachi,48680000
9009,7,6,Karachi,82720000
1079,3,3,Lahore,13690000
2347,4,3,Faisalabad,17320000
3225,5,5,Islamabad,42060000
2367,5,4,Lahore,27560000
2760,5,5,Gujranwala,17950000
7402,6,5,Rawalpindi,58220000
844,2,3,Karachi,9820000
629,2,1,Lahore,7330000
3193,5,4,Karachi,36410000
1217,3,3,Faisalabad,11260000
1202,3,3,Islamabad,15810000
2055,6,4,Peshawar,19930000
1641,3,3,Peshawar,13350000
2954,4,4,Karachi,29130000
680,1,2,Peshawar,6310000
1718,3,3,Islamabad,22290000
4199,5,5,Islamabad,58130000
4036,6,6,Lahore,47620000
1532,3,3,Rawalpindi,14400000
1578,3,3,Islamabad,22360000
909,2,2,Islamabad,11340000
730,2,2,Lahore,9920000
4540,5,5,Peshawar,36790000
1843,3,3,Multan,12050000
1504,3,3,Karachi,17630000
1273,2,4,Karachi,14090000
900,3,2,Islamabad,12690000
1760,4,4,Peshawar,15820000
1753,4,2,Rawalpindi,16070000
1973,5,4,Lahore,23340000
1746,3,3,Gujranwala,11290000
1628,3,3,Karachi,19300000
1288,3,3,Gujranwala,10180000
4572,5,5,Rawalpindi,41770000
1564,4,3,Peshawar,14140000
739,2,2,Karachi,8550000
1354,4,4,Karachi,17050000
2959,5,5,Karachi,31470000
3133,5,4,Islamabad,38950000
5239,5,5,Rawalpindi,46880000
1261,2,3,Faisalabad,9920000
1848,4,3,Rawalpindi,16060000
3390,4,4,Faisalabad,24370000
1311,2,3,Lahore,15270000
1800,5,3,Islamabad,25480000
1314,3,3,Islamabad,17620000
772,3,1,Lahore,9610000
1518,3,3,Karachi,15990000
2062,4,2,Karachi,20200000
900,3,3,Karachi,10490000
1084,3,3,Islamabad,15910000
964,2,3,Multan,7310000
1750,4,3,Islamabad,24310000
1237,4,3,Islamabad,20400000
7124,5,6,Lahore,84020000
2463,5,5,Lahore,33020000
3034,6,3,Rawalpindi,28250000
2950,5,4,Karachi,30030000
1779,4,2,Karachi,16330000
1706,2,2,Islamabad,22650000
1364,3,3,Peshawar,11660000
865,1,2,Karachi,10390000
1978,5,2,Karachi,20440000
1194,4,4,Lahore,14600000
2007,4,2,Lahore,26500000
1520,2,2,Karachi,17010000
2663,5,2,Multan,19910000
1258,4,4,Lahore,15620000
1878,3,3,Islamabad,26470000
1801,5,3,Lahore,22170000
7131,7,6,Karachi,77240000
1364,2,3,Peshawar,10730000
4142,6,5,Rawalpindi,38410000
2268,5,4,Rawalpindi,24580000
1862,3,3,Islamabad,24890000
2615,5,4,Lahore,26810000
7401,6,6,Lahore,90790000
5110,5,5,Rawalpindi,43370000
2652,5,4,Lahore,32030000
1726,4,2,Gujranwala,10680000
4708,4,4,Rawalpindi,39480000
2111,3,4,Peshawar,17780000
1586,5,3,Lahore,20560000
5505,5,6,Islamabad,77210000
1158,3,3,Islamabad,16490000
1008,2,2,Lahore,12400000
1897,4,4,Lahore,22690000
3003,5,4,Lahore,35650000
820,1,2,Multan,6150000
1857,3,3,Islamabad,27970000
2537,6,4,Faisalabad,20990000
2787,5,4,Islamabad,39040000
4671,5,6,Karachi,50490000
1653,3,3,Multan,11440000
1264,4,3,Rawalpindi,13160000
1070,3,3,Peshawar,9090000
1628,2,3,Multan,11670000
1654,3,3,Karachi,17340000
1702,5,3,Multan,13310000
9058,6,5,Rawalpindi,82790000
834,2,2,Peshawar,7270000
876,3,3,Karachi,10940000
1360,2,3,Karachi,15490000
952,1,3,Faisalabad,8370000
1473,4,3,Lahore,19480000
2456,5,3,Peshawar,20100000
1507,4,3,Peshawar,13480000
3239,5,3,Peshawar,23520000
1665,3,2,Karachi,17780000
4531,5,6,Islamabad,61560000
2477,5,3,Rawalpindi,24410000
2843,5,3,Lahore,34230000
1935,2,4,Islamabad,24620000
2285,5,4,Lahore,27880000
1975,5,2,Karachi,21470000
5055,5,5,Lahore,53760000
1564,3,2,Lahore,19520000
1941,4,3,Islamabad,26380000
2117,5,3,Lahore,25730000
854,2,3,Lahore,11040000
1835,3,3,Faisalabad,14160000
2096,5,3,Karachi,25100000
1800,4,3,Lahore,20870000
1075,2,2,Islamabad,15960000
1165,3,4,Islamabad,17740000
2384,5,4,Karachi,26150000
2390,4,3,Rawalpindi,21940000
1816,4,3,Faisalabad,14730000
2969,5,4,Karachi,34720000
3782,6,5,Rawalpindi,29320000
673,3,2,Lahore,9290000
1283,3,4,Karachi,16010000
2566,4,3,Faisalabad,18630000
1129,3,4,Peshawar,11110000
1198,3,3,Lahore,14660000
2521,5,3,Rawalpindi,23000000
2928,6,5,Rawalpindi,26740000
1824,5,2,Lahore,22790000
3016,6,3,Islamabad,42550000
4822,5,4,Lahore,52070000
2036,4,3,Lahore,25230000
770,2,2,Lahore,9590000
1095,1,3,Lahore,14500000
5301,5,4,Islamabad,67090000
1206,2,1,Peshawar,9070000
2639,5,4,Peshawar,22440000
2385,5,4,Lahore,25540000
2353,4,2,Multan,15620000
1106,2,2,Islamabad,14780000
2231,4,3,Multan,16350000
1181,2,2,Islamabad,15900000
1416,4,2,Rawalpindi,13780000
4638,4,6,Lahore,55680000
2468,5,4,Islamabad,31050000
1439,3,3,Lahore,17290000
2550,5,5,Islamabad,34380000
500,2,2,Islamabad,7770000
901,3,1,Karachi,10320000
1155,2,2,Islamabad,16230000
4710,4,5,Rawalpindi,44120000
1828,4,3,Lahore,21780000
908,3,2,Karachi,11910000
4920,5,5,Gujranwala,30580000
2175,3,3,Islamabad,30120000
1672,5,3,Islamabad,22410000
1442,4,2,Islamabad,20710000
4287,5,4,Peshawar,34490000
2166,3,2,Rawalpindi,18550000
1360,3,2,Islamabad,17930000
1092,3,4,Peshawar,11160000
1981,4,3,Islamabad,28770000
3827,5,4,Rawalpindi,32200000
719,3,2,Islamabad,10410000
786,2,2,Peshawar,7410000
2546,4,5,Faisalabad,18010000
3827,4,5,Islamabad,46550000
766,2,1,Multan,5550000
3496,5,4,Lahore,39460000
2127,4,3,Lahore,23390000
600,1,3,Gujranwala,4480000
1690,4,3,Peshawar,14350000
1069,3,3,Karachi,14090000
2728,5,5,Lahore,34310000
2573,5,5,Karachi,28970000
1284,5,3,Multan,11110000
1441,5,3,Peshawar,14460000
1185,2,3,Multan,9010000
753,3,1,Islamabad,10840000
500,1,2,Karachi,6240000
7719,7,6,Lahore,83130000
9429,5,6,Gujranwala,56760000
2210,4,4,Faisalabad,18130000
1301,3,3,Karachi,16160000
2001,4,5,Lahore,26700000
5315,6,4,Islamabad,65270000
2784,5,4,Karachi,34260000
2559,5,3,Faisalabad,19450000
1394,2,2,Islamabad,18010000
950,3,3,Islamabad,12710000
1282,3,2,Faisalabad,10020000
1521,3,4,Karachi,18290000
4912,5,5,Rawalpindi,38910000
5039,6,7,Faisalabad,37570000
779,2,2,Rawalpindi,7690000
2165,5,5,Karachi,24760000
4389,5,4,Faisalabad,32640000
2471,5,4,Faisalabad,17860000
1328,3,4,Multan,11040000
827,2,2,Multan,5800000
577,3,3,Gujranwala,5720000
987,2,3,Karachi,12360000
1372,4,3,Gujranwala,10620000
696,2,2,Lahore,8560000
1658,3,4,Rawalpindi,15420000
1943,5,4,Karachi,22360000
1001,3,2,Gujranwala,8400000
3455,4,5,Faisalabad,24920000
5196,5,4,Lahore,64300000
1904,4,2,Multan,13440000
3000,5,5,Rawalpindi,28770000
819,2,2,Gujranwala,6090000
500,2,2,Gujranwala,4390000
2572,5,4,Islamabad,37270000
3914,5,5,Islamabad,55730000
5509,5,5,Islamabad,72080000
795,3,3,Lahore,11930000
657,1,1,Rawalpindi,5170000
7111,5,6,Islamabad,97230000
2788,4,4,Karachi,32060000
1561,4,3,Gujranwala,12070000
1736,4,3,Multan,13180000
2181,5,3,Islamabad,28790000
1595,5,4,Islamabad,22490000
1430,3,3,Lahore,17130000
1428,4,3,Lahore,16640000
616,2,3,Lahore,7610000
1362,3,3,Islamabad,17390000
1842,3,2,Lahore,21470000
4796,5,6,Rawalpindi,39580000
6226,6,6,Rawalpindi,50660000
3051,5,4,Islamabad,43330000
644,1,2,Lahore,7900000
7868,5,6,Islamabad,106690000
2187,6,4,Lahore,25980000
1047,3,2,Islamabad,15480000
2068,4,3,Karachi,20710000
2094,3,3,Islamabad,27910000
1816,3,3,Karachi,20590000
683,2,1,Lahore,7770000
