Date,Product,Category,Quantity,Unit_Price,Sales,Region
2023-12-16,Formal Shirt,Clothing,1.0,43.16,43.16,East
2023-12-16,Formal Shirt,Clothing,6.0,46.76,280.56,South
2023-12-17,Wireless Headphones,Technology,2.0,131.96,263.92,West
2023-12-17,Premium Notebook,Office Supplies,2.0,17.46,34.92,West
2023-12-18,Formal Shirt,Clothing,4.0,42.82,171.28,North
2023-12-18,Wireless Headphones,Technology,2.0,140.84,281.68,East
2023-12-18,Executive Ergonomic Desk,Furniture,4.0,599.6,2398.4,West
2023-12-18,Laptop Pro 15,Technology,5.0,1146.82,5734.1,South
2023-12-18,Smartphone Ultra,Technology,2.0,859.3,1718.6,West
2023-12-19,Office Chair Pro,Furniture,2.0,260.35,520.7,South
2023-12-19,Winter Jacket,Clothing,2.0,116.86,233.72,East
2023-12-19,Premium Notebook,Office Supplies,1.0,19.09,19.09,West
2023-12-19,Office Chair Pro,Furniture,1.0,265.75,265.75,East
2023-12-19,Office Chair Pro,Furniture,5.0,276.24,1381.2,South
2023-12-19,Business Backpack,Clothing,2.0,64.33,128.66,East
2023-12-19,Smartphone Ultra,Technology,1.0,862.11,862.11,South
2023-12-19,Smartphone Ultra,Technology,3.0,783.96,2351.88,East
2023-12-19,Laptop Pro 15,Technology,1.0,1172.14,1172.14,East
2023-12-20,Laptop Pro 15,Technology,4.0,1117.84,4471.36,North
2023-12-20,Laptop Pro 15,Technology,1.0,1226.08,1226.08,South
2023-12-20,Printer Laser X,Office Supplies,6.0,295.78,1774.68,West
2023-12-20,Office Chair Pro,Furniture,2.0,292.17,584.34,South
2023-12-22,Laptop Pro 15,Technology,1.0,1167.79,1167.79,North
2023-12-22,Premium Notebook,Office Supplies,2.0,16.76,33.52,East
2023-12-22,Smartphone Ultra,Technology,6.0,889.66,5337.96,South
2023-12-23,Office Chair Pro,Furniture,1.0,261.94,261.94,North
2023-12-23,Office Chair Pro,Furniture,2.0,295.92,591.84,East
2023-12-23,Winter Jacket,Clothing,6.0,115.89,695.34,North
2023-12-23,Smartphone Ultra,Technology,3.0,902.62,2707.86,North
2023-12-23,Filing Cabinet,Office Supplies,2.0,139.92,279.84,East
2023-12-24,Laptop Pro 15,Technology,2.0,1271.19,2542.38,East
2023-12-24,Wireless Headphones,Technology,3.0,142.65,427.95,South
2023-12-24,Office Chair Pro,Furniture,5.0,275.85,1379.25,South
2023-12-25,Business Backpack,Clothing,4.0,64.0,256.0,North
2023-12-25,Filing Cabinet,Office Supplies,3.0,160.28,480.84,West
2023-12-25,Office Chair Pro,Furniture,3.0,261.85,785.55,West
2023-12-25,Conference Room Table,Furniture,1.0,810.8,810.8,East
2023-12-25,Wireless Headphones,Technology,4.0,140.44,561.76,North
2023-12-25,Running Shoes,Clothing,3.0,87.81,263.43,South
2023-12-25,Conference Room Table,Furniture,1.0,795.0,795.0,East
2023-12-26,Premium Notebook,Office Supplies,1.0,17.48,17.48,North
2023-12-26,Formal Shirt,Clothing,6.0,45.42,272.52,East
2023-12-26,Premium Notebook,Office Supplies,4.0,16.67,66.68,West
2023-12-26,Executive Ergonomic Desk,Furniture,2.0,601.8,1203.6,North
2023-12-27,Winter Jacket,Clothing,3.0,112.69,338.07,East
2023-12-28,Wireless Headphones,Technology,2.0,131.92,263.84,North
2023-12-28,Winter Jacket,Clothing,1.0,114.06,114.06,East
2023-12-28,Wireless Headphones,Technology,1.0,129.87,129.87,South
2023-12-29,Formal Shirt,Clothing,3.0,44.68,134.04,East
2023-12-29,Laptop Pro 15,Technology,2.0,1155.99,2311.98,North
2023-12-29,Business Backpack,Clothing,1.0,69.55,69.55,West
2023-12-29,Running Shoes,Clothing,4.0,94.2,376.8,East
2023-12-29,Conference Room Table,Furniture,3.0,822.36,2467.08,North
2023-12-30,Smartphone Ultra,Technology,1.0,833.76,833.76,East
2023-12-30,Premium Notebook,Office Supplies,2.0,19.39,38.78,North
2023-12-30,Business Backpack,Clothing,2.0,66.01,132.02,North
2023-12-30,Wireless Headphones,Technology,1.0,142.96,142.96,South
2023-12-30,Premium Notebook,Office Supplies,3.0,18.56,55.68,East
2023-12-31,Office Chair Pro,Furniture,5.0,263.43,1317.15,North
2024-01-01,Coffee Maker,Appliances,2.0,180.01,360.02,East
2024-01-01,Laptop Pro 15,Technology,3.0,1130.16,3390.48,East
2024-01-01,Smartphone Ultra,Technology,1.0,836.54,836.54,North
2024-01-01,Conference Room Table,Furniture,3.0,833.94,2501.82,East
2024-01-02,4K Ultra HD Monitor,Technology,1.0,371.99,371.99,South
2024-01-02,Office Chair Pro,Furniture,2.0,289.05,578.1,North
2024-01-02,4K Ultra HD Monitor,Technology,2.0,365.02,730.04,West
2024-01-02,Office Chair Pro,Furniture,1.0,271.33,271.33,East
2024-01-02,Running Shoes,Clothing,2.0,91.91,183.82,South
2024-01-02,Smartphone Ultra,Technology,3.0,886.2,2658.6,South
2024-01-02,Laptop Pro 15,Technology,2.0,1198.37,2396.74,East
2024-01-03,4K Ultra HD Monitor,Technology,4.0,339.99,1359.96,South
2024-01-03,Premium Notebook,Office Supplies,3.0,16.98,50.94,South
2024-01-03,Executive Ergonomic Desk,Furniture,1.0,518.81,518.81,East
2024-01-04,Filing Cabinet,Office Supplies,4.0,144.23,576.92,South
2024-01-04,Executive Ergonomic Desk,Furniture,1.0,521.27,521.27,South
2024-01-04,Laptop Pro 15,Technology,4.0,1256.65,5026.6,South
2024-01-04,Business Backpack,Clothing,4.0,68.52,274.08,West
2024-01-04,Office Chair Pro,Furniture,2.0,294.66,589.32,North
2024-01-04,Laptop Pro 15,Technology,1.0,1260.33,1260.33,East
2024-01-04,4K Ultra HD Monitor,Technology,4.0,349.6,1398.4,North
2024-01-05,Laptop Pro 15,Technology,5.0,1126.52,5632.6,South
2024-01-05,Office Chair Pro,Furniture,1.0,258.52,258.52,West
2024-01-05,Laptop Pro 15,Technology,2.0,1132.78,2265.56,South
2024-01-05,Smartphone Ultra,Technology,1.0,836.71,836.71,South
2024-01-05,Premium Notebook,Office Supplies,2.0,17.06,34.12,East
2024-01-06,Premium Notebook,Office Supplies,1.0,17.93,17.93,South
2024-01-07,Executive Ergonomic Desk,Furniture,2.0,527.91,1055.82,East
2024-01-07,Business Backpack,Clothing,2.0,64.85,129.7,South
2024-01-07,Laptop Pro 15,Technology,1.0,1152.43,1152.43,West
2024-01-08,Wireless Headphones,Technology,1.0,133.33,133.33,North
2024-01-08,Premium Notebook,Office Supplies,2.0,17.28,34.56,North
2024-01-08,Printer Laser X,Office Supplies,3.0,324.17,972.51,South
2024-01-09,Smartphone Ultra,Technology,1.0,889.69,889.69,South
2024-01-10,Conference Room Table,Furniture,5.0,860.29,4301.45,East
2024-01-10,Printer Laser X,Office Supplies,2.0,326.44,652.88,South
2024-01-10,Formal Shirt,Clothing,1.0,41.85,41.85,East
2024-01-10,Wireless Headphones,Technology,3.0,144.69,434.07,South
2024-01-10,Premium Notebook,Office Supplies,4.0,17.08,68.32,East
2024-01-11,Filing Cabinet,Office Supplies,3.0,146.35,439.05,North
2024-01-11,Office Chair Pro,Furniture,1.0,265.15,265.15,South
2024-01-11,Printer Laser X,Office Supplies,6.0,312.64,1875.84,West
2024-01-11,Formal Shirt,Clothing,1.0,44.06,44.06,West
2024-01-12,Executive Ergonomic Desk,Furniture,5.0,542.1,2710.5,West
2024-01-13,Laptop Pro 15,Technology,2.0,1148.38,2296.76,West
2024-01-13,Office Chair Pro,Furniture,3.0,297.25,891.75,South
2024-01-13,Winter Jacket,Clothing,2.0,107.62,215.24,North
2024-01-13,Filing Cabinet,Office Supplies,1.0,146.76,146.76,West
2024-01-13,Laptop Pro 15,Technology,1.0,1104.62,1104.62,North
2024-01-13,Formal Shirt,Clothing,1.0,46.74,46.74,North
2024-01-13,Premium Notebook,Office Supplies,3.0,19.03,57.09,West
2024-01-13,Laptop Pro 15,Technology,2.0,1256.15,2512.3,South
2024-01-13,Running Shoes,Clothing,2.0,96.08,192.16,West
2024-01-13,4K Ultra HD Monitor,Technology,6.0,349.67,2098.02,East
2024-01-13,Running Shoes,Clothing,3.0,87.73,263.19,West
2024-01-14,Formal Shirt,Clothing,1.0,41.4,41.4,East
2024-01-14,Executive Ergonomic Desk,Furniture,1.0,534.68,534.68,North
2024-01-14,Printer Laser X,Office Supplies,1.0,315.53,315.53,East
2024-01-15,Wireless Headphones,Technology,1.0,148.6,148.6,South
2024-01-15,Conference Room Table,Furniture,3.0,863.3,2589.9,East
2024-01-15,Wireless Headphones,Technology,3.0,146.72,440.16,North
2024-01-15,Executive Ergonomic Desk,Furniture,1.0,516.9,516.9,South
2024-01-15,Filing Cabinet,Office Supplies,4.0,160.63,642.52,North
2024-01-15,Running Shoes,Clothing,3.0,88.81,266.43,South
2024-01-16,Filing Cabinet,Office Supplies,2.0,149.07,298.14,South
2024-01-16,Winter Jacket,Clothing,1.0,103.51,103.51,East
2024-01-17,Smartphone Ultra,Technology,3.0,861.65,2584.95,North
2024-01-17,Winter Jacket,Clothing,4.0,110.25,441.0,West
2024-01-17,Premium Notebook,Office Supplies,1.0,19.41,19.41,North
2024-01-17,Laptop Pro 15,Technology,6.0,1177.24,7063.44,West
2024-01-18,4K Ultra HD Monitor,Technology,1.0,382.66,382.66,East
2024-01-18,Laptop Pro 15,Technology,1.0,1282.82,1282.82,West
2024-01-18,Coffee Maker,Appliances,1.0,183.1,183.1,South
2024-01-18,Business Backpack,Clothing,7.0,69.71,487.97,West
2024-01-18,Formal Shirt,Clothing,5.0,42.62,213.1,North
2024-01-19,Office Chair Pro,Furniture,2.0,282.06,564.12,West
2024-01-19,Wireless Headphones,Technology,2.0,138.03,414.09,South
2024-01-20,Smartphone Ultra,Technology,3.0,787.52,2362.56,North
2024-01-20,Winter Jacket,Clothing,1.0,103.06,103.06,West
2024-01-20,Conference Room Table,Furniture,4.0,759.04,3036.16,North
2024-01-21,Business Backpack,Clothing,1.0,67.57,67.57,South
2024-01-21,Wireless Headphones,Technology,5.0,138.54,692.7,East
2024-01-22,Winter Jacket,Clothing,3.0,105.18,315.54,South
2024-01-22,Formal Shirt,Clothing,6.0,42.65,255.9,East
2024-01-22,Winter Jacket,Clothing,3.0,109.47,328.41,North
2024-01-23,Formal Shirt,Clothing,1.0,47.68,47.68,North
2024-01-23,Smartphone Ultra,Technology,1.0,820.57,820.57,East
2024-01-24,Conference Room Table,Furniture,3.0,796.33,2388.99,South
2024-01-24,Laptop Pro 15,Technology,1.0,1292.29,1292.29,East
2024-01-25,Formal Shirt,Clothing,3.0,47.09,141.27,West
2024-01-25,Laptop Pro 15,Technology,1.0,1145.61,1145.61,South
2024-01-25,Printer Laser X,Office Supplies,1.0,300.11,300.11,North
2024-01-26,Premium Notebook,Office Supplies,4.0,18.49,73.96,North
2024-01-26,Premium Notebook,Office Supplies,3.0,18.37,55.11,West
2024-01-26,Filing Cabinet,Office Supplies,1.0,151.35,151.35,North
2024-01-26,Office Chair Pro,Furniture,2.0,263.27,526.54,North
2024-01-27,Filing Cabinet,Office Supplies,3.0,141.58,424.74,North
2024-01-27,Printer Laser X,Office Supplies,2.0,295.97,591.94,North
2024-01-28,Wireless Headphones,Technology,2.0,143.24,286.48,North
2024-01-28,Laptop Pro 15,Technology,1.0,1138.59,1138.59,South
2024-01-28,4K Ultra HD Monitor,Technology,1.0,340.16,340.16,West
2024-01-28,4K Ultra HD Monitor,Technology,2.0,342.54,685.08,North
2024-01-28,Wireless Headphones,Technology,1.0,140.92,140.92,West
2024-01-28,Wireless Headphones,Technology,2.0,131.81,263.62,North
2024-01-28,Business Backpack,Clothing,4.0,62.81,251.24,South
2024-01-28,Business Backpack,Clothing,2.0,61.25,122.5,East
2024-01-28,Winter Jacket,Clothing,4.0,102.57,410.28,South
2024-01-29,Business Backpack,Clothing,1.0,60.5,60.5,North
2024-01-29,Smartphone Ultra,Technology,4.0,877.07,3508.28,North
2024-01-29,Premium Notebook,Office Supplies,1.0,19.17,19.17,South
2024-01-29,4K Ultra HD Monitor,Technology,3.0,350.54,1051.62,North
2024-01-29,Office Chair Pro,Furniture,2.0,301.3,602.6,North
2024-01-30,Office Chair Pro,Furniture,1.0,261.89,261.89,South
2024-01-30,Formal Shirt,Clothing,1.0,46.69,46.69,North
2024-01-30,Executive Ergonomic Desk,Furniture,3.0,603.78,1811.34,North
2024-01-30,Printer Laser X,Office Supplies,1.0,329.44,329.44,West
2024-01-31,Office Chair Pro,Furniture,4.0,287.27,1149.08,South
2024-01-31,Smartphone Ultra,Technology,1.0,846.45,846.45,East
2024-01-31,Smartphone Ultra,Technology,3.0,810.23,2430.69,West
2024-01-31,Executive Ergonomic Desk,Furniture,2.0,558.36,1116.72,North
2024-01-31,Premium Notebook,Office Supplies,6.0,17.91,107.46,East
2024-01-31,4K Ultra HD Monitor,Technology,1.0,332.43,332.43,South
2024-01-31,Premium Notebook,Office Supplies,3.0,17.64,52.92,South
2024-02-01,Smartphone Ultra,Technology,2.0,850.44,1700.88,West
2024-02-01,Filing Cabinet,Office Supplies,3.0,152.79,458.37,South
2024-02-01,Laptop Pro 15,Technology,3.0,1206.09,3618.27,South
2024-02-01,Office Chair Pro,Furniture,3.0,271.11,813.33,South
2024-02-02,Wireless Headphones,Technology,2.0,144.33,288.66,North
2024-02-02,Laptop Pro 15,Technology,1.0,1252.48,1252.48,South
2024-02-02,Coffee Maker,Appliances,4.0,173.33,693.32,West
2024-02-02,Wireless Headphones,Technology,3.0,136.0,408.0,North
2024-02-02,Smartphone Ultra,Technology,2.0,823.89,1647.78,East
2024-02-02,Winter Jacket,Clothing,1.0,113.98,113.98,North
2024-02-04,Executive Ergonomic Desk,Furniture,4.0,553.56,2214.24,West
2024-02-04,Premium Notebook,Office Supplies,3.0,17.62,52.86,South
2024-02-04,4K Ultra HD Monitor,Technology,1.0,378.48,378.48,North
2024-02-04,Formal Shirt,Clothing,4.0,41.58,166.32,South
2024-02-05,Printer Laser X,Office Supplies,5.0,305.91,1529.55,South
2024-02-05,Filing Cabinet,Office Supplies,4.0,147.02,588.08,East
2024-02-05,4K Ultra HD Monitor,Technology,3.0,380.59,1141.77,West
2024-02-05,Winter Jacket,Clothing,1.0,118.31,118.31,North
2024-02-06,Executive Ergonomic Desk,Furniture,3.0,568.66,1705.98,East
2024-02-06,Smartphone Ultra,Technology,1.0,874.88,874.88,South
2024-02-06,4K Ultra HD Monitor,Technology,1.0,367.54,367.54,South
2024-02-06,Premium Notebook,Office Supplies,5.0,17.98,89.9,West
2024-02-07,Premium Notebook,Office Supplies,3.0,17.57,52.71,North
2024-02-07,Printer Laser X,Office Supplies,1.0,300.45,300.45,North
2024-02-07,4K Ultra HD Monitor,Technology,2.0,371.97,743.94,East
2024-02-07,Executive Ergonomic Desk,Furniture,1.0,574.77,574.77,South
2024-02-07,4K Ultra HD Monitor,Technology,1.0,335.03,335.03,West
2024-02-07,Formal Shirt,Clothing,1.0,46.6,46.6,North
2024-02-07,Running Shoes,Clothing,2.0,91.84,183.68,North
2024-02-08,Conference Room Table,Furniture,3.0,801.69,2405.07,East
2024-02-09,Office Chair Pro,Furniture,1.0,288.19,288.19,South
2024-02-09,Smartphone Ultra,Technology,1.0,795.42,795.42,South
2024-02-09,Premium Notebook,Office Supplies,2.0,16.91,33.82,North
2024-02-09,Running Shoes,Clothing,2.0,100.15,200.3,North
2024-02-09,Office Chair Pro,Furniture,2.0,272.21,544.42,North
2024-02-10,Filing Cabinet,Office Supplies,1.0,149.83,149.83,West
2024-02-10,Office Chair Pro,Furniture,1.0,297.51,297.51,South
2024-02-10,Premium Notebook,Office Supplies,4.0,18.91,75.64,North
2024-02-10,Printer Laser X,Office Supplies,3.0,305.85,917.55,West
2024-02-10,Wireless Headphones,Technology,2.0,142.51,285.02,South
2024-02-11,Printer Laser X,Office Supplies,1.0,314.66,314.66,South
2024-02-11,Coffee Maker,Appliances,4.0,168.51,674.04,North
2024-02-11,Laptop Pro 15,Technology,2.0,1264.96,2529.92,East
2024-02-11,Running Shoes,Clothing,1.0,94.45,94.45,West
2024-02-11,Conference Room Table,Furniture,5.0,829.97,4149.85,East
2024-02-11,Filing Cabinet,Office Supplies,3.0,144.06,432.18,North
2024-02-11,Business Backpack,Clothing,3.0,69.86,209.58,West
2024-02-11,Formal Shirt,Clothing,3.0,45.42,136.26,East
2024-02-12,Smartphone Ultra,Technology,3.0,810.64,2431.92,North
2024-02-12,Office Chair Pro,Furniture,1.0,278.0,278.0,North
2024-02-13,Executive Ergonomic Desk,Furniture,5.0,523.75,2618.75,South
2024-02-13,Business Backpack,Clothing,2.0,60.81,121.62,South
2024-02-14,Office Chair Pro,Furniture,2.0,293.12,586.24,South
2024-02-15,Premium Notebook,Office Supplies,1.0,17.96,17.96,West
2024-02-15,Business Backpack,Clothing,3.0,63.16,189.48,South
2024-02-15,Laptop Pro 15,Technology,1.0,1207.42,1207.42,North
2024-02-15,Printer Laser X,Office Supplies,3.0,339.9,1019.7,South
2024-02-15,Laptop Pro 15,Technology,1.0,1179.36,1179.36,West
2024-02-15,Smartphone Ultra,Technology,4.0,805.75,3223.0,North
2024-02-16,Running Shoes,Clothing,1.0,102.18,102.18,North
2024-02-16,Executive Ergonomic Desk,Furniture,1.0,566.17,566.17,East
2024-02-16,Winter Jacket,Clothing,2.0,107.68,215.36,North
2024-02-16,Office Chair Pro,Furniture,6.0,260.6,1563.6,East
2024-02-16,Executive Ergonomic Desk,Furniture,1.0,577.35,577.35,South
2024-02-16,Smartphone Ultra,Technology,4.0,824.76,3299.04,South
2024-02-16,Printer Laser X,Office Supplies,2.0,295.92,591.84,East
2024-02-16,Running Shoes,Clothing,1.0,100.59,100.59,North
2024-02-17,Filing Cabinet,Office Supplies,2.0,157.15,314.3,West
2024-02-17,4K Ultra HD Monitor,Technology,2.0,376.88,753.76,North
2024-02-17,Smartphone Ultra,Technology,2.0,845.65,1691.3,East
2024-02-17,Wireless Headphones,Technology,1.0,136.47,136.47,North
2024-02-18,Printer Laser X,Office Supplies,3.0,320.3,960.9,North
2024-02-18,Executive Ergonomic Desk,Furniture,2.0,545.55,1091.1,East
2024-02-18,Conference Room Table,Furniture,3.0,750.86,2252.58,West
2024-02-18,Conference Room Table,Furniture,1.0,784.02,784.02,South
2024-02-18,Office Chair Pro,Furniture,1.0,279.5,279.5,South
2024-02-18,Office Chair Pro,Furniture,6.0,299.86,1799.16,South
2024-02-18,Winter Jacket,Clothing,2.0,115.28,230.56,South
2024-02-19,Office Chair Pro,Furniture,2.0,273.79,547.58,South
2024-02-19,Laptop Pro 15,Technology,1.0,1201.62,1201.62,East
2024-02-20,4K Ultra HD Monitor,Technology,1.0,342.39,342.39,South
2024-02-20,Laptop Pro 15,Technology,3.0,1114.96,3344.88,South
2024-02-20,Wireless Headphones,Technology,2.0,136.69,273.38,West
2024-02-21,4K Ultra HD Monitor,Technology,2.0,335.17,670.34,East
2024-02-22,4K Ultra HD Monitor,Technology,2.0,377.95,755.9,South
2024-02-22,Business Backpack,Clothing,4.0,67.18,268.72,West
2024-02-22,Running Shoes,Clothing,1.0,94.66,94.66,West
2024-02-22,Coffee Maker,Appliances,1.0,179.99,179.99,West
2024-02-22,Formal Shirt,Clothing,1.0,47.58,47.58,East
2024-02-22,Filing Cabinet,Office Supplies,2.0,139.08,278.16,East
2024-02-23,Executive Ergonomic Desk,Furniture,3.0,533.83,1601.49,West
2024-02-23,Conference Room Table,Furniture,1.0,790.38,790.38,North
2024-02-24,Winter Jacket,Clothing,1.0,108.45,108.45,North
2024-02-24,Wireless Headphones,Technology,5.0,144.36,721.8,West
2024-02-25,Winter Jacket,Clothing,2.0,107.5,215.0,East
2024-02-25,Premium Notebook,Office Supplies,1.0,17.77,17.77,East
2024-02-25,Wireless Headphones,Technology,1.0,138.47,138.47,North
2024-02-25,Printer Laser X,Office Supplies,5.0,314.36,1571.8,North
2024-02-25,Premium Notebook,Office Supplies,1.0,17.01,17.01,West
2024-02-25,Business Backpack,Clothing,2.0,64.9,129.8,South
2024-02-25,Formal Shirt,Clothing,2.0,41.57,83.14,East
2024-02-25,Formal Shirt,Clothing,5.0,47.78,238.9,North
2024-02-26,Executive Ergonomic Desk,Furniture,1.0,600.09,600.09,South
2024-02-26,Executive Ergonomic Desk,Furniture,3.0,529.3,1587.9,West
2024-02-26,Laptop Pro 15,Technology,1.0,1269.11,1269.11,East
2024-02-26,Formal Shirt,Clothing,3.0,47.34,142.02,North
2024-02-27,Business Backpack,Clothing,2.0,64.61,129.22,North
2024-02-27,Formal Shirt,Clothing,2.0,48.06,96.12,West
2024-02-27,Office Chair Pro,Furniture,2.0,299.83,599.66,East
2024-02-27,Office Chair Pro,Furniture,2.0,260.95,521.9,West
2024-02-27,Filing Cabinet,Office Supplies,3.0,156.04,468.12,North
2024-02-27,Wireless Headphones,Technology,3.0,144.95,434.85,South
2024-02-28,Smartphone Ultra,Technology,2.0,906.82,1813.64,North
2024-02-28,4K Ultra HD Monitor,Technology,2.0,354.05,708.1,North
2024-02-28,Wireless Headphones,Technology,3.0,139.96,419.88,South
2024-02-28,Premium Notebook,Office Supplies,3.0,17.83,53.49,North
2024-02-28,Laptop Pro 15,Technology,1.0,1145.96,1145.96,West
2024-02-29,Executive Ergonomic Desk,Furniture,5.0,534.08,2670.4,East
2024-02-29,Printer Laser X,Office Supplies,8.0,307.29,2458.32,South
2024-02-29,4K Ultra HD Monitor,Technology,1.0,369.29,369.29,East
2024-02-29,Winter Jacket,Clothing,2.0,106.62,213.24,East
2024-03-01,Premium Notebook,Office Supplies,4.0,19.3,77.2,South
2024-03-01,Executive Ergonomic Desk,Furniture,3.0,603.72,1811.16,East
2024-03-01,Laptop Pro 15,Technology,3.0,1247.81,3743.43,East
2024-03-02,Office Chair Pro,Furniture,1.0,283.02,283.02,South
2024-03-02,Premium Notebook,Office Supplies,3.0,18.58,55.74,East
2024-03-02,Executive Ergonomic Desk,Furniture,2.0,521.44,1042.88,North
2024-03-03,Filing Cabinet,Office Supplies,2.0,141.14,282.28,West
2024-03-03,Running Shoes,Clothing,4.0,90.78,363.12,South
2024-03-03,Premium Notebook,Office Supplies,2.0,19.21,38.42,North
2024-03-04,Printer Laser X,Office Supplies,3.0,309.39,928.17,East
2024-03-05,Smartphone Ultra,Technology,1.0,877.43,877.43,North
2024-03-05,Premium Notebook,Office Supplies,3.0,16.59,49.769999999999996,North
2024-03-06,Premium Notebook,Office Supplies,4.0,17.32,69.28,South
2024-03-06,Formal Shirt,Clothing,5.0,45.12,225.6,South
2024-03-06,Printer Laser X,Office Supplies,4.0,302.74,1210.96,North
2024-03-06,Wireless Headphones,Technology,4.0,132.12,528.48,North
2024-03-07,Smartphone Ultra,Technology,1.0,794.26,794.26,North
2024-03-08,Smartphone Ultra,Technology,2.0,850.13,1700.26,South
2024-03-08,Laptop Pro 15,Technology,2.0,1284.58,2569.16,South
2024-03-08,Premium Notebook,Office Supplies,2.0,16.87,33.74,South
2024-03-09,Coffee Maker,Appliances,4.0,189.62,758.48,North
2024-03-09,Smartphone Ultra,Technology,5.0,851.92,4259.6,East
2024-03-10,Office Chair Pro,Furniture,1.0,289.83,289.83,West
2024-03-10,Winter Jacket,Clothing,1.0,111.06,111.06,East
2024-03-10,Wireless Headphones,Technology,3.0,133.4,400.2,North
2024-03-10,Filing Cabinet,Office Supplies,3.0,146.99,440.97,East
2024-03-10,Business Backpack,Clothing,1.0,63.87,63.87,South
2024-03-11,Wireless Headphones,Technology,1.0,134.86,134.86,East
2024-03-12,Formal Shirt,Clothing,4.0,45.51,182.04,West
2024-03-12,Conference Room Table,Furniture,1.0,758.32,758.32,West
2024-03-12,Running Shoes,Clothing,4.0,101.12,404.48,West
2024-03-13,Laptop Pro 15,Technology,1.0,1268.49,1268.49,West
2024-03-13,Premium Notebook,Office Supplies,2.0,17.47,34.94,North
2024-03-13,Business Backpack,Clothing,5.0,67.9,339.5,West
2024-03-13,Office Chair Pro,Furniture,4.0,272.66,1090.64,North
2024-03-13,Formal Shirt,Clothing,1.0,43.31,43.31,South
2024-03-13,Winter Jacket,Clothing,1.0,113.7,113.7,North
2024-03-14,Premium Notebook,Office Supplies,1.0,18.62,18.62,North
2024-03-14,Business Backpack,Clothing,4.0,69.76,279.04,North
2024-03-14,Premium Notebook,Office Supplies,1.0,18.15,18.15,South
2024-03-14,Premium Notebook,Office Supplies,2.0,18.82,37.64,South
2024-03-14,Formal Shirt,Clothing,3.0,42.71,128.13,East
2024-03-14,Premium Notebook,Office Supplies,1.0,16.68,16.68,East
2024-03-15,Printer Laser X,Office Supplies,2.0,328.26,656.52,East
2024-03-15,Office Chair Pro,Furniture,2.0,301.0,602.0,North
2024-03-15,Wireless Headphones,Technology,1.0,141.87,141.87,South
2024-03-16,Filing Cabinet,Office Supplies,5.0,138.27,691.35,South
2024-03-16,Filing Cabinet,Office Supplies,2.0,156.98,313.96,North
2024-03-16,Premium Notebook,Office Supplies,1.0,17.69,17.69,West
2024-03-16,Executive Ergonomic Desk,Furniture,1.0,537.19,537.19,East
2024-03-17,Filing Cabinet,Office Supplies,4.0,159.61,638.44,West
2024-03-17,Formal Shirt,Clothing,1.0,46.91,46.91,North
2024-03-17,Printer Laser X,Office Supplies,1.0,306.72,306.72,South
2024-03-17,Executive Ergonomic Desk,Furniture,2.0,602.6,1205.2,North
2024-03-18,Premium Notebook,Office Supplies,2.0,19.01,38.02,North
2024-03-18,Laptop Pro 15,Technology,3.0,1272.13,3816.39,North
2024-03-19,Formal Shirt,Clothing,1.0,47.66,47.66,South
2024-03-20,Wireless Headphones,Technology,1.0,132.6,132.6,North
2024-03-20,Coffee Maker,Appliances,1.0,177.55,177.55,South
2024-03-21,Printer Laser X,Office Supplies,2.0,312.15,624.3,East
2024-03-22,Laptop Pro 15,Technology,2.0,1204.75,2409.5,West
2024-03-22,Winter Jacket,Clothing,3.0,116.9,350.7,East
2024-03-22,Filing Cabinet,Office Supplies,2.0,149.66,299.32,South
2024-03-22,Running Shoes,Clothing,1.0,101.26,101.26,West
2024-03-23,Office Chair Pro,Furniture,2.0,264.76,529.52,South
2024-03-23,Wireless Headphones,Technology,1.0,131.7,131.7,East
2024-03-23,Office Chair Pro,Furniture,3.0,292.01,876.03,North
2024-03-23,4K Ultra HD Monitor,Technology,1.0,350.03,350.03,West
2024-03-23,Filing Cabinet,Office Supplies,4.0,139.46,557.84,East
2024-03-23,Formal Shirt,Clothing,1.0,42.09,42.09,South
2024-03-24,Laptop Pro 15,Technology,3.0,1187.64,3562.92,North
2024-03-24,Laptop Pro 15,Technology,1.0,1233.62,1233.62,South
2024-03-24,Formal Shirt,Clothing,1.0,44.39,44.39,East
2024-03-25,Coffee Maker,Appliances,1.0,174.69,174.69,West
2024-03-25,4K Ultra HD Monitor,Technology,1.0,382.84,382.84,North
2024-03-25,Executive Ergonomic Desk,Furniture,1.0,566.38,566.38,South
2024-03-25,4K Ultra HD Monitor,Technology,1.0,370.61,370.61,North
2024-03-25,Formal Shirt,Clothing,1.0,42.28,42.28,East
2024-03-25,Executive Ergonomic Desk,Furniture,3.0,539.58,1618.74,North
2024-03-26,Formal Shirt,Clothing,5.0,42.81,214.05,South
2024-03-26,Printer Laser X,Office Supplies,2.0,342.96,685.92,South
2024-03-26,Printer Laser X,Office Supplies,2.0,302.28,604.56,East
2024-03-26,Winter Jacket,Clothing,1.0,117.79,117.79,West
2024-03-27,Smartphone Ultra,Technology,2.0,903.86,1807.72,East
2024-03-27,Smartphone Ultra,Technology,1.0,826.8,826.8,South
2024-03-28,Wireless Headphones,Technology,2.0,142.35,284.7,South
2024-03-28,Conference Room Table,Furniture,1.0,774.87,774.87,South
2024-03-28,Premium Notebook,Office Supplies,2.0,18.79,37.58,East
